gene	gene_name	n_snps_in_model	n_snps_used	pred_perf_r2	pred_perf_pval
ENSG00000064199	NA	59	21.0	NA	NA
ENSG00000064201	NA	26	15.0	NA	NA
ENSG00000064205	NA	29	16.0	NA	NA
ENSG00000064218	NA	31	19.0	NA	NA
ENSG00000064225	NA	60	33.0	NA	NA
ENSG00000064270	NA	57	37.0	NA	NA
ENSG00000064300	NA	34	17.0	NA	NA
ENSG00000064309	NA	55	38.0	NA	NA
ENSG00000064313	NA	36	31.0	NA	NA
ENSG00000064419	NA	5	5.0	NA	NA
ENSG00000064490	NA	18	9.0	NA	NA
ENSG00000064547	NA	17	7.0	NA	NA
ENSG00000064601	NA	44	18.0	NA	NA
ENSG00000064607	NA	25	17.0	NA	NA
ENSG00000064651	NA	36	18.0	NA	NA
ENSG00000064652	NA	40	13.0	NA	NA
ENSG00000064655	NA	26	11.0	NA	NA
ENSG00000064666	NA	3	3.0	NA	NA
ENSG00000064687	NA	72	58.0	NA	NA
ENSG00000064692	NA	39	31.0	NA	NA
ENSG00000064703	NA	21	17.0	NA	NA
ENSG00000064726	NA	66	30.0	NA	NA
ENSG00000064763	NA	19	19.0	NA	NA
ENSG00000064787	NA	27	18.0	NA	NA
ENSG00000064933	NA	25	12.0	NA	NA
ENSG00000064961	NA	5	4.0	NA	NA
ENSG00000064989	NA	36	24.0	NA	NA
ENSG00000064995	NA	12	6.0	NA	NA
ENSG00000064999	NA	34	20.0	NA	NA
ENSG00000065000	NA	9	9.0	NA	NA
ENSG00000065029	NA	7	3.0	NA	NA
ENSG00000065054	NA	25	9.0	NA	NA
ENSG00000065057	NA	21	11.0	NA	NA
ENSG00000065060	NA	57	54.0	NA	NA
ENSG00000065135	NA	19	13.0	NA	NA
ENSG00000065154	NA	38	23.0	NA	NA
ENSG00000065183	NA	204	28.0	NA	NA
ENSG00000065243	NA	35	22.0	NA	NA
ENSG00000065268	NA	64	52.0	NA	NA
ENSG00000065308	NA	26	20.0	NA	NA
ENSG00000065320	NA	18	16.0	NA	NA
ENSG00000065325	NA	84	57.0	NA	NA
ENSG00000065357	NA	13	4.0	NA	NA
ENSG00000065361	NA	4	4.0	NA	NA
ENSG00000065413	NA	31	17.0	NA	NA
ENSG00000065427	NA	20	5.0	NA	NA
ENSG00000065457	NA	87	56.0	NA	NA
ENSG00000065526	NA	32	15.0	NA	NA
ENSG00000065534	NA	13	8.0	NA	NA
ENSG00000065548	NA	51	38.0	NA	NA
ENSG00000065559	NA	7	7.0	NA	NA
ENSG00000065600	NA	64	44.0	NA	NA
ENSG00000065609	NA	26	17.0	NA	NA
ENSG00000065613	NA	21	12.0	NA	NA
ENSG00000065615	NA	55	17.0	NA	NA
ENSG00000065618	NA	33	22.0	NA	NA
ENSG00000065621	NA	73	48.0	NA	NA
ENSG00000065665	NA	41	27.0	NA	NA
ENSG00000065675	NA	35	22.0	NA	NA
ENSG00000065717	NA	18	15.0	NA	NA
ENSG00000065802	NA	58	29.0	NA	NA
ENSG00000065809	NA	26	19.0	NA	NA
ENSG00000065833	NA	42	29.0	NA	NA
ENSG00000065882	NA	129	83.0	NA	NA
ENSG00000065883	NA	6	5.0	NA	NA
ENSG00000065911	NA	11	11.0	NA	NA
ENSG00000065970	NA	15	12.0	NA	NA
ENSG00000066027	NA	28	17.0	NA	NA
ENSG00000066032	NA	24	20.0	NA	NA
ENSG00000066056	NA	14	10.0	NA	NA
ENSG00000066084	NA	39	34.0	NA	NA
ENSG00000066135	NA	14	8.0	NA	NA
ENSG00000066136	NA	44	32.0	NA	NA
ENSG00000066185	NA	21	19.0	NA	NA
ENSG00000066248	NA	47	32.0	NA	NA
ENSG00000066279	NA	18	11.0	NA	NA
ENSG00000066294	NA	30	17.0	NA	NA
ENSG00000066322	NA	6	5.0	NA	NA
ENSG00000066382	NA	48	30.0	NA	NA
ENSG00000066422	NA	3	3.0	NA	NA
ENSG00000066427	NA	10	6.0	NA	NA
ENSG00000066455	NA	3	2.0	NA	NA
ENSG00000066468	NA	23	14.0	NA	NA
ENSG00000066557	NA	12	12.0	NA	NA
ENSG00000066583	NA	45	27.0	NA	NA
ENSG00000066629	NA	96	61.0	NA	NA
ENSG00000066654	NA	103	97.0	NA	NA
ENSG00000066739	NA	16	11.0	NA	NA
ENSG00000066827	NA	26	23.0	NA	NA
ENSG00000066855	NA	59	15.0	NA	NA
ENSG00000066923	NA	16	11.0	NA	NA
ENSG00000066926	NA	72	37.0	NA	NA
ENSG00000066933	NA	6	6.0	NA	NA
ENSG00000067057	NA	41	24.0	NA	NA
ENSG00000067064	NA	25	10.0	NA	NA
ENSG00000067141	NA	16	11.0	NA	NA
ENSG00000067167	NA	8	7.0	NA	NA
ENSG00000067208	NA	20	16.0	NA	NA
ENSG00000067221	NA	36	25.0	NA	NA
ENSG00000067248	NA	6	5.0	NA	NA
ENSG00000067334	NA	30	22.0	NA	NA
ENSG00000067365	NA	22	15.0	NA	NA
ENSG00000067369	NA	11	10.0	NA	NA
ENSG00000067533	NA	61	22.0	NA	NA
ENSG00000067560	NA	29	19.0	NA	NA
ENSG00000067596	NA	4	4.0	NA	NA
ENSG00000067601	NA	39	31.0	NA	NA
ENSG00000067704	NA	38	22.0	NA	NA
ENSG00000067798	NA	46	29.0	NA	NA
ENSG00000067836	NA	19	12.0	NA	NA
ENSG00000067900	NA	12	7.0	NA	NA
ENSG00000067955	NA	29	11.0	NA	NA
ENSG00000068028	NA	59	24.0	NA	NA
ENSG00000068097	NA	6	3.0	NA	NA
ENSG00000068137	NA	17	9.0	NA	NA
ENSG00000068383	NA	26	13.0	NA	NA
ENSG00000068489	NA	1	NA	NA	NA
ENSG00000068615	NA	54	37.0	NA	NA
ENSG00000068650	NA	15	8.0	NA	NA
ENSG00000068654	NA	80	48.0	NA	NA
ENSG00000068724	NA	18	15.0	NA	NA
ENSG00000068745	NA	31	10.0	NA	NA
ENSG00000068784	NA	26	7.0	NA	NA
ENSG00000068793	NA	15	1.0	NA	NA
ENSG00000068831	NA	37	19.0	NA	NA
ENSG00000068878	NA	47	31.0	NA	NA
ENSG00000068885	NA	14	14.0	NA	NA
ENSG00000068903	NA	12	5.0	NA	NA
ENSG00000068912	NA	23	18.0	NA	NA
ENSG00000068971	NA	25	12.0	NA	NA
ENSG00000068976	NA	10	6.0	NA	NA
ENSG00000069020	NA	44	25.0	NA	NA
ENSG00000069122	NA	53	33.0	NA	NA
ENSG00000069188	NA	42	29.0	NA	NA
ENSG00000069248	NA	15	12.0	NA	NA
ENSG00000069329	NA	11	7.0	NA	NA
ENSG00000069424	NA	23	12.0	NA	NA
ENSG00000069431	NA	60	37.0	NA	NA
ENSG00000069482	NA	17	9.0	NA	NA
ENSG00000069493	NA	77	47.0	NA	NA
ENSG00000069696	NA	19	17.0	NA	NA
ENSG00000069702	NA	42	25.0	NA	NA
ENSG00000069712	NA	12	9.0	NA	NA
ENSG00000069849	NA	17	12.0	NA	NA
ENSG00000069869	NA	58	32.0	NA	NA
ENSG00000069943	NA	35	17.0	NA	NA
ENSG00000069956	NA	66	19.0	NA	NA
ENSG00000069966	NA	12	8.0	NA	NA
ENSG00000069974	NA	68	36.0	NA	NA
ENSG00000070010	NA	13	10.0	NA	NA
ENSG00000070018	NA	33	23.0	NA	NA
ENSG00000070047	NA	14	10.0	NA	NA
ENSG00000070061	NA	49	33.0	NA	NA
ENSG00000070081	NA	24	20.0	NA	NA
ENSG00000070087	NA	25	18.0	NA	NA
ENSG00000070159	NA	41	20.0	NA	NA
ENSG00000070182	NA	56	24.0	NA	NA
ENSG00000070193	NA	83	36.0	NA	NA
ENSG00000070214	NA	27	12.0	NA	NA
ENSG00000070269	NA	55	28.0	NA	NA
ENSG00000070366	NA	33	22.0	NA	NA
ENSG00000070367	NA	8	2.0	NA	NA
ENSG00000070371	NA	86	51.0	NA	NA
ENSG00000070413	NA	44	15.0	NA	NA
ENSG00000070444	NA	10	9.0	NA	NA
ENSG00000070476	NA	79	48.0	NA	NA
ENSG00000070495	NA	7	6.0	NA	NA
ENSG00000070540	NA	30	25.0	NA	NA
ENSG00000070601	NA	6	3.0	NA	NA
ENSG00000070614	NA	34	11.0	NA	NA
ENSG00000070669	NA	79	38.0	NA	NA
ENSG00000070718	NA	62	30.0	NA	NA
ENSG00000070729	NA	64	31.0	NA	NA
ENSG00000070731	NA	15	11.0	NA	NA
ENSG00000070756	NA	18	14.0	NA	NA
ENSG00000070759	NA	32	12.0	NA	NA
ENSG00000070761	NA	8	6.0	NA	NA
ENSG00000070770	NA	24	21.0	NA	NA
ENSG00000070778	NA	34	16.0	NA	NA
ENSG00000070785	NA	37	26.0	NA	NA
ENSG00000070808	NA	30	13.0	NA	NA
ENSG00000070831	NA	28	27.0	NA	NA
ENSG00000070882	NA	69	39.0	NA	NA
ENSG00000070886	NA	10	6.0	NA	NA
ENSG00000070950	NA	33	16.0	NA	NA
ENSG00000071051	NA	37	24.0	NA	NA
ENSG00000071054	NA	23	23.0	NA	NA
ENSG00000071073	NA	21	16.0	NA	NA
ENSG00000071127	NA	14	11.0	NA	NA
ENSG00000071189	NA	20	13.0	NA	NA
ENSG00000071205	NA	27	12.0	NA	NA
ENSG00000071242	NA	70	48.0	NA	NA
ENSG00000071246	NA	30	25.0	NA	NA
ENSG00000071282	NA	45	36.0	NA	NA
ENSG00000071462	NA	24	6.0	NA	NA
ENSG00000071539	NA	23	22.0	NA	NA
ENSG00000071564	NA	8	7.0	NA	NA
ENSG00000071575	NA	22	12.0	NA	NA
ENSG00000071794	NA	40	22.0	NA	NA
ENSG00000071894	NA	109	53.0	NA	NA
ENSG00000071967	NA	62	44.0	NA	NA
ENSG00000071991	NA	63	39.0	NA	NA
ENSG00000071994	NA	24	15.0	NA	NA
ENSG00000072041	NA	9	6.0	NA	NA
ENSG00000072042	NA	24	14.0	NA	NA
ENSG00000072110	NA	24	9.0	NA	NA
ENSG00000072135	NA	8	8.0	NA	NA
ENSG00000072163	NA	38	21.0	NA	NA
ENSG00000072182	NA	15	9.0	NA	NA
ENSG00000072201	NA	56	42.0	NA	NA
ENSG00000072210	NA	30	21.0	NA	NA
ENSG00000072415	NA	20	11.0	NA	NA
ENSG00000072422	NA	71	31.0	NA	NA
ENSG00000072609	NA	22	21.0	NA	NA
ENSG00000072657	NA	71	22.0	NA	NA
ENSG00000072682	NA	14	6.0	NA	NA
ENSG00000072694	NA	30	16.0	NA	NA
ENSG00000072736	NA	14	7.0	NA	NA
ENSG00000072756	NA	28	22.0	NA	NA
ENSG00000072778	NA	101	51.0	NA	NA
ENSG00000072786	NA	21	15.0	NA	NA
ENSG00000072818	NA	3	3.0	NA	NA
ENSG00000072832	NA	20	15.0	NA	NA
ENSG00000072840	NA	18	13.0	NA	NA
ENSG00000072858	NA	40	28.0	NA	NA
ENSG00000072952	NA	13	13.0	NA	NA
ENSG00000072954	NA	20	13.0	NA	NA
ENSG00000072958	NA	91	58.0	NA	NA
ENSG00000073008	NA	44	23.0	NA	NA
ENSG00000073050	NA	29	20.0	NA	NA
ENSG00000073060	NA	38	24.0	NA	NA
ENSG00000073146	NA	52	23.0	NA	NA
ENSG00000073150	NA	9	8.0	NA	NA
ENSG00000073169	NA	22	14.0	NA	NA
ENSG00000073331	NA	21	14.0	NA	NA
ENSG00000073350	NA	38	22.0	NA	NA
ENSG00000073417	NA	30	18.0	NA	NA
ENSG00000073584	NA	32	14.0	NA	NA
ENSG00000073605	NA	9	5.0	NA	NA
ENSG00000073711	NA	26	19.0	NA	NA
ENSG00000073712	NA	44	18.0	NA	NA
ENSG00000073756	NA	14	11.0	NA	NA
ENSG00000073803	NA	5	2.0	NA	NA
ENSG00000073849	NA	48	37.0	NA	NA
ENSG00000073910	NA	133	49.0	NA	NA
ENSG00000073969	NA	29	14.0	NA	NA
ENSG00000074047	NA	11	7.0	NA	NA
ENSG00000074054	NA	40	23.0	NA	NA
ENSG00000074211	NA	71	49.0	NA	NA
ENSG00000074219	NA	24	24.0	NA	NA
ENSG00000074266	NA	51	25.0	NA	NA
ENSG00000074276	NA	29	15.0	NA	NA
ENSG00000074370	NA	2	2.0	NA	NA
ENSG00000074410	NA	88	37.0	NA	NA
ENSG00000074416	NA	36	26.0	NA	NA
ENSG00000074527	NA	87	62.0	NA	NA
ENSG00000074590	NA	26	16.0	NA	NA
ENSG00000074603	NA	20	10.0	NA	NA
ENSG00000074621	NA	4	4.0	NA	NA
ENSG00000074695	NA	20	13.0	NA	NA
ENSG00000074696	NA	5	5.0	NA	NA
ENSG00000074706	NA	94	50.0	NA	NA
ENSG00000074755	NA	16	13.0	NA	NA
ENSG00000074800	NA	30	15.0	NA	NA
ENSG00000074803	NA	25	17.0	NA	NA
ENSG00000074842	NA	40	24.0	NA	NA
ENSG00000074855	NA	13	9.0	NA	NA
ENSG00000074935	NA	9	8.0	NA	NA
ENSG00000074964	NA	15	9.0	NA	NA
ENSG00000074966	NA	46	28.0	NA	NA
ENSG00000075035	NA	55	36.0	NA	NA
ENSG00000075043	NA	15	9.0	NA	NA
ENSG00000075073	NA	7	3.0	NA	NA
ENSG00000075089	NA	10	8.0	NA	NA
ENSG00000075131	NA	83	28.0	NA	NA
ENSG00000075142	NA	44	18.0	NA	NA
ENSG00000075151	NA	15	4.0	NA	NA
ENSG00000075188	NA	8	1.0	NA	NA
ENSG00000075213	NA	54	38.0	NA	NA
ENSG00000075223	NA	61	42.0	NA	NA
ENSG00000075234	NA	80	59.0	NA	NA
ENSG00000075239	NA	3	3.0	NA	NA
ENSG00000075275	NA	12	10.0	NA	NA
ENSG00000075292	NA	42	29.0	NA	NA
ENSG00000075303	NA	28	21.0	NA	NA
ENSG00000075336	NA	83	56.0	NA	NA
ENSG00000075340	NA	6	5.0	NA	NA
ENSG00000075399	NA	48	17.0	NA	NA
ENSG00000075407	NA	49	21.0	NA	NA
ENSG00000075413	NA	30	24.0	NA	NA
ENSG00000075415	NA	31	27.0	NA	NA
ENSG00000075420	NA	54	34.0	NA	NA
ENSG00000075426	NA	8	7.0	NA	NA
ENSG00000075429	NA	33	20.0	NA	NA
ENSG00000075568	NA	14	6.0	NA	NA
ENSG00000075618	NA	65	29.0	NA	NA
ENSG00000075624	NA	21	17.0	NA	NA
ENSG00000075651	NA	76	50.0	NA	NA
ENSG00000075673	NA	55	42.0	NA	NA
ENSG00000075702	NA	52	28.0	NA	NA
ENSG00000075711	NA	16	7.0	NA	NA
ENSG00000075785	NA	17	13.0	NA	NA
ENSG00000075790	NA	25	14.0	NA	NA
ENSG00000075826	NA	48	32.0	NA	NA
ENSG00000075856	NA	14	11.0	NA	NA
ENSG00000075884	NA	24	16.0	NA	NA
ENSG00000075886	NA	33	29.0	NA	NA
ENSG00000075914	NA	7	7.0	NA	NA
ENSG00000075945	NA	22	10.0	NA	NA
ENSG00000075975	NA	59	33.0	NA	NA
ENSG00000076003	NA	74	39.0	NA	NA
ENSG00000076043	NA	11	8.0	NA	NA
ENSG00000076067	NA	19	11.0	NA	NA
ENSG00000076201	NA	8	7.0	NA	NA
ENSG00000076242	NA	84	37.0	NA	NA
ENSG00000076248	NA	68	40.0	NA	NA
ENSG00000076258	NA	24	16.0	NA	NA
ENSG00000076321	NA	6	5.0	NA	NA
ENSG00000076351	NA	18	11.0	NA	NA
ENSG00000076356	NA	26	22.0	NA	NA
ENSG00000076382	NA	38	13.0	NA	NA
ENSG00000076513	NA	17	11.0	NA	NA
ENSG00000076554	NA	12	10.0	NA	NA
ENSG00000076555	NA	33	10.0	NA	NA
ENSG00000076604	NA	14	10.0	NA	NA
ENSG00000076641	NA	26	17.0	NA	NA
ENSG00000076650	NA	9	9.0	NA	NA
ENSG00000076662	NA	19	17.0	NA	NA
ENSG00000076685	NA	41	27.0	NA	NA
ENSG00000076864	NA	1	1.0	NA	NA
ENSG00000076924	NA	31	22.0	NA	NA
ENSG00000076944	NA	7	6.0	NA	NA
ENSG00000077044	NA	15	12.0	NA	NA
ENSG00000077063	NA	30	19.0	NA	NA
ENSG00000077092	NA	1	1.0	NA	NA
ENSG00000077097	NA	12	10.0	NA	NA
ENSG00000077147	NA	21	17.0	NA	NA
ENSG00000077152	NA	45	27.0	NA	NA
ENSG00000077157	NA	31	13.0	NA	NA
ENSG00000077232	NA	29	19.0	NA	NA
ENSG00000077238	NA	18	11.0	NA	NA
ENSG00000077254	NA	29	17.0	NA	NA
ENSG00000077312	NA	7	4.0	NA	NA
ENSG00000077327	NA	3	1.0	NA	NA
ENSG00000077348	NA	21	13.0	NA	NA
ENSG00000077380	NA	13	8.0	NA	NA
ENSG00000077420	NA	18	15.0	NA	NA
ENSG00000077458	NA	17	17.0	NA	NA
ENSG00000077463	NA	13	12.0	NA	NA
ENSG00000077514	NA	31	16.0	NA	NA
ENSG00000077522	NA	58	28.0	NA	NA
ENSG00000077549	NA	26	18.0	NA	NA
ENSG00000077585	NA	35	23.0	NA	NA
ENSG00000077616	NA	73	36.0	NA	NA
ENSG00000077684	NA	44	21.0	NA	NA
ENSG00000077782	NA	44	25.0	NA	NA
ENSG00000077942	NA	14	9.0	NA	NA
ENSG00000077943	NA	63	41.0	NA	NA
ENSG00000078018	NA	48	39.0	NA	NA
ENSG00000078043	NA	38	28.0	NA	NA
ENSG00000078053	NA	60	56.0	NA	NA
ENSG00000078070	NA	67	52.0	NA	NA
ENSG00000078098	NA	46	40.0	NA	NA
ENSG00000078114	NA	23	9.0	NA	NA
ENSG00000078124	NA	23	16.0	NA	NA
ENSG00000078140	NA	18	15.0	NA	NA
ENSG00000078142	NA	79	51.0	NA	NA
ENSG00000078177	NA	28	20.0	NA	NA
ENSG00000078237	NA	12	8.0	NA	NA
ENSG00000078246	NA	70	69.0	NA	NA
ENSG00000078269	NA	37	22.0	NA	NA
ENSG00000078295	NA	45	31.0	NA	NA
ENSG00000078319	NA	6	6.0	NA	NA
ENSG00000078808	NA	6	4.0	NA	NA
ENSG00000078814	NA	13	9.0	NA	NA
ENSG00000078902	NA	20	16.0	NA	NA
ENSG00000078967	NA	7	6.0	NA	NA
ENSG00000079101	NA	72	44.0	NA	NA
ENSG00000079102	NA	39	22.0	NA	NA
ENSG00000079156	NA	94	59.0	NA	NA
ENSG00000079246	NA	37	18.0	NA	NA
ENSG00000079257	NA	46	36.0	NA	NA
ENSG00000079277	NA	16	12.0	NA	NA
ENSG00000079308	NA	13	11.0	NA	NA
ENSG00000079313	NA	8	7.0	NA	NA
ENSG00000079332	NA	22	21.0	NA	NA
ENSG00000079337	NA	45	26.0	NA	NA
ENSG00000079385	NA	10	7.0	NA	NA
ENSG00000079387	NA	30	20.0	NA	NA
ENSG00000079459	NA	11	6.0	NA	NA
ENSG00000079462	NA	9	7.0	NA	NA
ENSG00000079689	NA	14	10.0	NA	NA
ENSG00000079691	NA	44	29.0	NA	NA
ENSG00000079739	NA	32	26.0	NA	NA
ENSG00000079785	NA	26	9.0	NA	NA
ENSG00000079805	NA	24	15.0	NA	NA
ENSG00000079819	NA	91	38.0	NA	NA
ENSG00000079841	NA	31	20.0	NA	NA
ENSG00000079931	NA	59	38.0	NA	NA
ENSG00000079950	NA	28	17.0	NA	NA
ENSG00000080007	NA	59	34.0	NA	NA
ENSG00000080031	NA	41	27.0	NA	NA
ENSG00000080166	NA	86	61.0	NA	NA
ENSG00000080189	NA	3	3.0	NA	NA
ENSG00000080200	NA	40	26.0	NA	NA
ENSG00000080345	NA	20	16.0	NA	NA
ENSG00000080371	NA	47	16.0	NA	NA
ENSG00000080493	NA	22	13.0	NA	NA
ENSG00000080546	NA	21	13.0	NA	NA
ENSG00000080573	NA	14	11.0	NA	NA
ENSG00000080644	NA	2	2.0	NA	NA
ENSG00000080802	NA	21	15.0	NA	NA
ENSG00000080815	NA	79	34.0	NA	NA
ENSG00000080819	NA	48	21.0	NA	NA
ENSG00000080823	NA	12	11.0	NA	NA
ENSG00000080854	NA	14	9.0	NA	NA
ENSG00000080947	NA	46	19.0	NA	NA
ENSG00000081014	NA	28	26.0	NA	NA
ENSG00000081019	NA	27	17.0	NA	NA
ENSG00000081026	NA	20	16.0	NA	NA
ENSG00000081087	NA	50	36.0	NA	NA
ENSG00000081138	NA	28	18.0	NA	NA
ENSG00000081148	NA	33	24.0	NA	NA
ENSG00000081154	NA	8	8.0	NA	NA
ENSG00000081189	NA	3	2.0	NA	NA
ENSG00000081237	NA	4	NA	NA	NA
ENSG00000081277	NA	68	41.0	NA	NA
ENSG00000081307	NA	32	18.0	NA	NA
ENSG00000081320	NA	36	22.0	NA	NA
ENSG00000081377	NA	10	8.0	NA	NA
ENSG00000081386	NA	66	28.0	NA	NA
ENSG00000081479	NA	19	14.0	NA	NA
ENSG00000081665	NA	65	29.0	NA	NA
ENSG00000081692	NA	8	6.0	NA	NA
ENSG00000081721	NA	24	15.0	NA	NA
ENSG00000081760	NA	18	10.0	NA	NA
ENSG00000081791	NA	30	5.0	NA	NA
ENSG00000081803	NA	61	35.0	NA	NA
ENSG00000081818	NA	8	7.0	NA	NA
ENSG00000081842	NA	60	22.0	NA	NA
ENSG00000081853	NA	41	26.0	NA	NA
ENSG00000081870	NA	20	15.0	NA	NA
ENSG00000081923	NA	31	27.0	NA	NA
ENSG00000081985	NA	79	47.0	NA	NA
ENSG00000082014	NA	14	13.0	NA	NA
ENSG00000082068	NA	18	9.0	NA	NA
ENSG00000082126	NA	32	21.0	NA	NA
ENSG00000082146	NA	15	11.0	NA	NA
ENSG00000082153	NA	57	26.0	NA	NA
ENSG00000082175	NA	10	8.0	NA	NA
ENSG00000082196	NA	20	16.0	NA	NA
ENSG00000082212	NA	33	21.0	NA	NA
ENSG00000082213	NA	55	31.0	NA	NA
ENSG00000082258	NA	16	13.0	NA	NA
ENSG00000082269	NA	33	21.0	NA	NA
ENSG00000082556	NA	59	48.0	NA	NA
ENSG00000082684	NA	61	42.0	NA	NA
ENSG00000082701	NA	25	21.0	NA	NA
ENSG00000082781	NA	27	17.0	NA	NA
ENSG00000082805	NA	41	31.0	NA	NA
ENSG00000082898	NA	9	8.0	NA	NA
ENSG00000082996	NA	14	12.0	NA	NA
ENSG00000083067	NA	92	55.0	NA	NA
ENSG00000083093	NA	20	13.0	NA	NA
ENSG00000083097	NA	31	19.0	NA	NA
ENSG00000083099	NA	46	26.0	NA	NA
ENSG00000083123	NA	70	53.0	NA	NA
ENSG00000083223	NA	16	15.0	NA	NA
ENSG00000083290	NA	50	26.0	NA	NA
ENSG00000083312	NA	33	16.0	NA	NA
ENSG00000083444	NA	31	16.0	NA	NA
ENSG00000083454	NA	83	48.0	NA	NA
ENSG00000083457	NA	25	18.0	NA	NA
ENSG00000083520	NA	49	26.0	NA	NA
ENSG00000083535	NA	87	49.0	NA	NA
ENSG00000083544	NA	43	38.0	NA	NA
ENSG00000083635	NA	35	17.0	NA	NA
ENSG00000083642	NA	7	5.0	NA	NA
ENSG00000083720	NA	6	NA	NA	NA
ENSG00000083807	NA	28	20.0	NA	NA
ENSG00000083828	NA	34	26.0	NA	NA
ENSG00000083838	NA	3	2.0	NA	NA
ENSG00000083844	NA	7	6.0	NA	NA
ENSG00000083845	NA	13	9.0	NA	NA
ENSG00000083857	NA	59	40.0	NA	NA
ENSG00000083896	NA	4	4.0	NA	NA
ENSG00000083937	NA	27	14.0	NA	NA
ENSG00000084072	NA	46	34.0	NA	NA
ENSG00000084073	NA	38	24.0	NA	NA
ENSG00000084090	NA	18	5.0	NA	NA
ENSG00000084092	NA	12	10.0	NA	NA
ENSG00000084112	NA	4	3.0	NA	NA
ENSG00000084207	NA	70	35.0	NA	NA
ENSG00000084234	NA	15	11.0	NA	NA
ENSG00000084444	NA	13	10.0	NA	NA
ENSG00000084453	NA	83	32.0	NA	NA
ENSG00000084463	NA	16	16.0	NA	NA
ENSG00000084623	NA	13	9.0	NA	NA
ENSG00000084628	NA	86	70.0	NA	NA
ENSG00000084636	NA	63	34.0	NA	NA
ENSG00000084652	NA	31	12.0	NA	NA
ENSG00000084676	NA	39	22.0	NA	NA
ENSG00000084693	NA	3	2.0	NA	NA
ENSG00000084754	NA	7	4.0	NA	NA
ENSG00000084764	NA	10	10.0	NA	NA
ENSG00000084774	NA	4	4.0	NA	NA
ENSG00000085063	NA	13	12.0	NA	NA
ENSG00000085117	NA	55	35.0	NA	NA
ENSG00000085231	NA	59	23.0	NA	NA
ENSG00000085265	NA	22	12.0	NA	NA
ENSG00000085274	NA	10	9.0	NA	NA
ENSG00000085365	NA	9	9.0	NA	NA
ENSG00000085377	NA	36	22.0	NA	NA
ENSG00000085382	NA	49	30.0	NA	NA
ENSG00000085415	NA	55	36.0	NA	NA
ENSG00000085433	NA	8	8.0	NA	NA
ENSG00000085449	NA	20	20.0	NA	NA
ENSG00000085465	NA	36	30.0	NA	NA
ENSG00000085491	NA	66	42.0	NA	NA
ENSG00000085511	NA	17	11.0	NA	NA
ENSG00000085514	NA	29	17.0	NA	NA
ENSG00000085563	NA	3	3.0	NA	NA
ENSG00000085644	NA	136	60.0	NA	NA
ENSG00000085662	NA	71	26.0	NA	NA
ENSG00000085719	NA	50	34.0	NA	NA
ENSG00000085721	NA	58	26.0	NA	NA
ENSG00000085733	NA	14	10.0	NA	NA
ENSG00000085760	NA	24	16.0	NA	NA
ENSG00000085788	NA	29	27.0	NA	NA
ENSG00000085831	NA	59	20.0	NA	NA
ENSG00000085832	NA	42	16.0	NA	NA
ENSG00000085871	NA	82	45.0	NA	NA
ENSG00000085978	NA	18	10.0	NA	NA
ENSG00000085982	NA	25	22.0	NA	NA
ENSG00000085999	NA	19	10.0	NA	NA
ENSG00000086015	NA	36	26.0	NA	NA
ENSG00000086061	NA	18	15.0	NA	NA
ENSG00000086102	NA	17	11.0	NA	NA
ENSG00000086159	NA	25	16.0	NA	NA
ENSG00000086200	NA	48	16.0	NA	NA
ENSG00000086205	NA	100	51.0	NA	NA
ENSG00000086232	NA	52	30.0	NA	NA
ENSG00000086288	NA	31	23.0	NA	NA
ENSG00000086289	NA	116	61.0	NA	NA
ENSG00000086475	NA	10	10.0	NA	NA
ENSG00000086544	NA	15	8.0	NA	NA
ENSG00000086570	NA	20	19.0	NA	NA
ENSG00000086619	NA	106	80.0	NA	NA
ENSG00000086730	NA	6	6.0	NA	NA
ENSG00000086827	NA	20	14.0	NA	NA
ENSG00000086967	NA	22	19.0	NA	NA
ENSG00000086991	NA	54	35.0	NA	NA
ENSG00000087008	NA	60	38.0	NA	NA
ENSG00000087053	NA	28	10.0	NA	NA
ENSG00000087074	NA	36	19.0	NA	NA
ENSG00000087076	NA	49	40.0	NA	NA
ENSG00000087077	NA	7	6.0	NA	NA
ENSG00000087111	NA	49	25.0	NA	NA
ENSG00000087116	NA	70	49.0	NA	NA
ENSG00000087157	NA	77	70.0	NA	NA
ENSG00000087191	NA	16	11.0	NA	NA
ENSG00000087206	NA	24	17.0	NA	NA
ENSG00000087245	NA	5	5.0	NA	NA
ENSG00000087250	NA	5	4.0	NA	NA
ENSG00000087253	NA	61	47.0	NA	NA
ENSG00000087263	NA	13	8.0	NA	NA
ENSG00000087266	NA	41	20.0	NA	NA
ENSG00000087301	NA	67	33.0	NA	NA
ENSG00000087302	NA	10	10.0	NA	NA
ENSG00000087303	NA	14	9.0	NA	NA
ENSG00000087338	NA	31	20.0	NA	NA
ENSG00000087365	NA	8	6.0	NA	NA
ENSG00000087448	NA	29	11.0	NA	NA
ENSG00000087470	NA	17	14.0	NA	NA
ENSG00000087494	NA	11	8.0	NA	NA
ENSG00000087502	NA	21	16.0	NA	NA
ENSG00000087510	NA	66	46.0	NA	NA
ENSG00000087589	NA	3	3.0	NA	NA
ENSG00000087884	NA	55	18.0	NA	NA
ENSG00000087903	NA	17	14.0	NA	NA
ENSG00000087995	NA	27	11.0	NA	NA
