gene	gene_name	n_snps_in_model	n_snps_used	pred_perf_r2	pred_perf_pval
ENSG00000167965	ENSG00000167965	1	1.0	0.0218531849336877	0.0013733138372392
ENSG00000167967	ENSG00000167967	2	2.0	0.010409158341219	0.0276471236868963
ENSG00000167968	ENSG00000167968	1	1.0	0.017537068692321	0.00418772776643891
ENSG00000167969	ENSG00000167969	2	2.0	0.0181044384389464	0.00361385768381525
ENSG00000167971	ENSG00000167971	2	2.0	0.0165177320239734	0.00546148321370876
ENSG00000167977	ENSG00000167977	1	NA	0.0264575805883956	0.000422883214403749
ENSG00000167984	ENSG00000167984	6	6.0	0.404757599508779	3.10788541545802e-54
ENSG00000167985	ENSG00000167985	1	1.0	0.0159377462559769	0.00635542491192346
ENSG00000167986	ENSG00000167986	1	1.0	0.0139533341397333	0.0107093073566872
ENSG00000167987	ENSG00000167987	2	1.0	0.0171744694326243	0.00460206734319792
ENSG00000167992	ENSG00000167992	3	3.0	0.0096941515966255	0.0335956121086796
ENSG00000167994	ENSG00000167994	4	4.0	0.0383773277171757	2.05429459567765e-05
ENSG00000167995	ENSG00000167995	3	3.0	0.186619021686419	1.30981007845277e-22
ENSG00000167996	ENSG00000167996	33	29.0	0.0206843227633851	0.00185500703336134
ENSG00000168000	ENSG00000168000	4	4.0	0.0208576602517171	0.00177402239169544
ENSG00000168004	ENSG00000168004	12	10.0	0.0285961478395551	0.000245324938590697
ENSG00000168005	ENSG00000168005	4	3.0	0.0273635798220621	0.000335713392011254
ENSG00000168010	ENSG00000168010	32	32.0	0.0626292416539524	4.37044180863992e-08
ENSG00000168014	ENSG00000168014	2	2.0	0.0296327062258365	0.00018849659657895
ENSG00000168016	ENSG00000168016	60	51.0	0.0732540085899187	2.8829294737635403e-09
ENSG00000168026	ENSG00000168026	9	7.0	0.100973648020395	2.1558020025054397e-12
ENSG00000168028	ENSG00000168028	35	31.0	0.207386241689169	3.0821789967590204e-25
ENSG00000168038	ENSG00000168038	31	24.0	0.647844744483935	3.1954709197571804e-107
ENSG00000168040	ENSG00000168040	12	12.0	0.0319649027000407	0.000104271398029682
ENSG00000168056	ENSG00000168056	1	1.0	0.0188815819192001	0.0029545734528545
ENSG00000168066	ENSG00000168066	1	NA	0.0531584027223051	4.86121502963563e-07
ENSG00000168067	ENSG00000168067	1	1.0	0.0116541662185138	0.0197547528607605
ENSG00000168071	ENSG00000168071	8	7.0	0.229973149814503	3.58016860321889e-28
ENSG00000168090	ENSG00000168090	14	11.0	0.0107163463257469	0.0254376967616888
ENSG00000168096	ENSG00000168096	53	48.0	0.0465529531503334	2.59376983647726e-06
ENSG00000168101	ENSG00000168101	14	14.0	0.0241138511446995	0.000769346064572592
ENSG00000168135	ENSG00000168135	18	16.0	0.0386756764076271	1.90487647959473e-05
ENSG00000168137	ENSG00000168137	3	3.0	0.0185154621701345	0.0032484674841049
ENSG00000168152	ENSG00000168152	2	2.0	0.0308721148167322	0.000137593764169013
ENSG00000168159	ENSG00000168159	5	5.0	0.0337575250678547	6.61863263055688e-05
ENSG00000168172	ENSG00000168172	1	NA	0.0230657043661055	0.00100615270859324
ENSG00000168175	ENSG00000168175	9	8.0	0.0102245183669955	0.0290699671561918
ENSG00000168209	ENSG00000168209	17	15.0	0.00832087477426127	0.0490726609809309
ENSG00000168214	ENSG00000168214	2	2.0	0.0173736050917625	0.00436961736132677
ENSG00000168216	ENSG00000168216	22	22.0	0.122461591552484	7.17381173785041e-15
ENSG00000168228	ENSG00000168228	49	48.0	0.0549578173963639	3.07851672814215e-07
ENSG00000168243	ENSG00000168243	15	15.0	0.0392420388966748	1.65048860786121e-05
ENSG00000168246	ENSG00000168246	33	31.0	0.0346095890679551	5.33335069605814e-05
ENSG00000168255	ENSG00000168255	39	33.0	0.0744782019415663	2.10493045363032e-09
ENSG00000168259	ENSG00000168259	1	1.0	0.0193231159191322	0.00263565856977968
ENSG00000168263	ENSG00000168263	13	13.0	0.0467718725888587	2.45388110230302e-06
ENSG00000168264	ENSG00000168264	62	56.0	0.0453418535800294	3.52463569542375e-06
ENSG00000168268	ENSG00000168268	12	12.0	0.0990211939264113	3.5996623587579797e-12
ENSG00000168275	ENSG00000168275	49	46.0	0.172539299077814	7.295146348936411e-21
ENSG00000168280	ENSG00000168280	1	1.0	0.0114398230712412	0.0209261898830152
ENSG00000168282	ENSG00000168282	2	2.0	0.0252077903179591	0.00058170516028304
ENSG00000168286	ENSG00000168286	1	1.0	0.020581815221831	0.00190464541884665
ENSG00000168291	ENSG00000168291	39	38.0	0.134019694092578	3.16880284299782e-16
ENSG00000168297	ENSG00000168297	73	72.0	0.0112723308541857	0.0218912929529612
ENSG00000168300	ENSG00000168300	12	9.0	0.0472456070662347	2.1764337280265e-06
ENSG00000168301	ENSG00000168301	2	2.0	0.0467654485379303	2.45787665390531e-06
ENSG00000168303	ENSG00000168303	38	33.0	0.00891624188994808	0.0416045843010352
ENSG00000168306	ENSG00000168306	1	1.0	0.00913971923302376	0.0391178156505929
ENSG00000168310	ENSG00000168310	8	7.0	0.0311184965810612	0.000129252235918866
ENSG00000168314	ENSG00000168314	1	1.0	0.0132208161193787	0.0130028109096248
ENSG00000168348	ENSG00000168348	18	16.0	0.0418411643621388	8.54949639658114e-06
ENSG00000168356	ENSG00000168356	10	9.0	0.187893391236477	9.073577742926399e-23
ENSG00000168374	ENSG00000168374	16	15.0	0.0137427343872885	0.0113227691953402
ENSG00000168385	ENSG00000168385	38	36.0	0.511824641932942	2.9013496394854496e-74
ENSG00000168386	ENSG00000168386	26	25.0	0.0801080954249703	4.93664760426036e-10
ENSG00000168393	ENSG00000168393	5	5.0	0.0626603325007287	4.33592773380356e-08
ENSG00000168395	ENSG00000168395	9	8.0	0.0945349890975388	1.16511448944355e-11
ENSG00000168405	ENSG00000168405	15	14.0	0.216597401394088	2.00370700355789e-26
ENSG00000168411	ENSG00000168411	65	59.0	0.221253579728403	4.97356552375899e-27
ENSG00000168434	ENSG00000168434	14	11.0	0.0237090276603078	0.000853312751481337
ENSG00000168438	ENSG00000168438	1	1.0	0.0208256348341469	0.00178871140452582
ENSG00000168439	ENSG00000168439	2	2.0	0.0144364619961812	0.00942702835278564
ENSG00000168453	ENSG00000168453	4	3.0	0.01677524667568	0.00510659125765834
ENSG00000168461	ENSG00000168461	1	1.0	0.0118702714224916	0.0186419487378889
ENSG00000168481	ENSG00000168481	14	13.0	0.0291879542987142	0.000211053288561069
ENSG00000168487	ENSG00000168487	1	1.0	0.0210851016241488	0.00167314600896754
ENSG00000168491	ENSG00000168491	82	71.0	0.287173312857938	5.3625102383681704e-36
ENSG00000168496	ENSG00000168496	13	12.0	0.0495012566164809	1.2289855614884e-06
ENSG00000168497	ENSG00000168497	18	18.0	0.0150473071557586	0.00802697479954807
ENSG00000168538	ENSG00000168538	1	1.0	0.0202302402384637	0.00208531188374456
ENSG00000168539	ENSG00000168539	3	3.0	0.0142296028666855	0.00995568694538383
ENSG00000168546	ENSG00000168546	14	11.0	0.00900546458321733	0.040592479115344
ENSG00000168556	ENSG00000168556	2	2.0	0.0174701258518132	0.00426126971256297
ENSG00000168566	ENSG00000168566	3	3.0	0.0111860630171362	0.0224061799980945
ENSG00000168569	ENSG00000168569	35	32.0	0.11294283367216	9.114975218539841e-14
ENSG00000168610	ENSG00000168610	5	4.0	0.0123071648064783	0.0165849299270789
ENSG00000168615	ENSG00000168615	16	14.0	0.0244721444404339	0.000701990290132531
ENSG00000168653	ENSG00000168653	49	45.0	0.0700550904455735	6.5494591467448304e-09
ENSG00000168661	ENSG00000168661	21	20.0	0.0191238805852617	0.00277501184544205
ENSG00000168675	ENSG00000168675	1	1.0	0.0112365343710481	0.0221034446168009
ENSG00000168679	ENSG00000168679	1	1.0	0.0176745630603634	0.00404068897180296
ENSG00000168685	ENSG00000168685	14	13.0	0.0141581670737377	0.010145202781761
ENSG00000168701	ENSG00000168701	1	1.0	0.0371034633813866	2.83601482736477e-05
ENSG00000168702	ENSG00000168702	13	13.0	0.00865777196390143	0.0446885362044384
ENSG00000168710	ENSG00000168710	51	49.0	0.0291774760202697	0.00021161618020189
ENSG00000168724	ENSG00000168724	21	21.0	0.0599525411748652	8.64446199082289e-08
ENSG00000168743	ENSG00000168743	1	1.0	0.0234613721516743	0.000909169216071368
ENSG00000168758	ENSG00000168758	2	2.0	0.0222635164817997	0.0012359793052642
ENSG00000168765	ENSG00000168765	82	67.0	0.207467561432091	3.00909985486598e-25
ENSG00000168769	ENSG00000168769	36	34.0	0.0115032128143518	0.0205724763720736
ENSG00000168778	ENSG00000168778	12	12.0	0.257302873945067	7.74282384241327e-32
ENSG00000168785	ENSG00000168785	17	17.0	0.0262351757085495	0.000447555753065733
ENSG00000168792	ENSG00000168792	21	21.0	0.0248192595909238	0.000642396869296732
ENSG00000168802	ENSG00000168802	2	2.0	0.0306282672400117	0.000146380992333808
ENSG00000168803	ENSG00000168803	21	20.0	0.28007115098109	5.415407379793539e-35
ENSG00000168806	ENSG00000168806	7	6.0	0.023428006786313	0.000916970776882341
ENSG00000168807	ENSG00000168807	1	1.0	0.0124045492580933	0.0161591203040872
ENSG00000168811	ENSG00000168811	29	27.0	0.0430742199400343	6.25761760197255e-06
ENSG00000168813	ENSG00000168813	24	23.0	0.01002156380691	0.0307219372845715
ENSG00000168818	ENSG00000168818	5	5.0	0.0086421507203447	0.0448824404953861
ENSG00000168824	ENSG00000168824	49	43.0	0.0547501857829116	3.24521086993053e-07
ENSG00000168827	ENSG00000168827	10	10.0	0.0400086362061374	1.35941818350225e-05
ENSG00000168830	ENSG00000168830	19	19.0	0.00888629594179443	0.0419501711197811
ENSG00000168874	ENSG00000168874	2	2.0	0.0105595575933753	0.0265415714234384
ENSG00000168884	ENSG00000168884	28	26.0	0.0979284319360264	4.7940746001566395e-12
ENSG00000168890	ENSG00000168890	31	27.0	0.0124422672735047	0.015997231273916
ENSG00000168894	ENSG00000168894	3	3.0	0.0104011200697421	0.0277075380909173
ENSG00000168899	ENSG00000168899	6	6.0	0.0312778293443065	0.000124129761489458
ENSG00000168904	ENSG00000168904	3	3.0	0.020546105403169	0.00192225080242861
ENSG00000168906	ENSG00000168906	3	3.0	0.0232308570609623	0.000964464655575056
ENSG00000168917	ENSG00000168917	120	118.0	0.0878779743077466	6.60088014959765e-11
ENSG00000168918	ENSG00000168918	4	4.0	0.0122554112918068	0.0168158941734682
ENSG00000168924	ENSG00000168924	5	5.0	0.0113397245492026	0.0214975600395035
ENSG00000168936	ENSG00000168936	11	7.0	0.0362893851783257	3.48517748585496e-05
ENSG00000168944	ENSG00000168944	42	40.0	0.0261753647994543	0.000454434342627002
ENSG00000168952	ENSG00000168952	49	43.0	0.203206255753988	1.05475153666095e-24
ENSG00000168958	ENSG00000168958	13	13.0	0.126081828587094	2.71083360269123e-15
ENSG00000168993	ENSG00000168993	47	42.0	0.0128676547929551	0.0142825998340354
ENSG00000168994	ENSG00000168994	42	41.0	0.0221636093940435	0.00126808636420163
ENSG00000169006	ENSG00000169006	13	13.0	0.118979986762962	1.82289789378832e-14
ENSG00000169018	ENSG00000169018	30	27.0	0.0161662562961382	0.00598669355284753
ENSG00000169021	ENSG00000169021	10	9.0	0.0141435403552356	0.0101844589835615
ENSG00000169026	ENSG00000169026	45	40.0	0.0984567874428232	4.17399002489786e-12
ENSG00000169031	ENSG00000169031	1	1.0	0.0193053517788492	0.00264779081898483
ENSG00000169062	ENSG00000169062	24	19.0	0.0657913596814887	1.94979184038437e-08
ENSG00000169064	ENSG00000169064	39	34.0	0.214940914297641	3.28315500081054e-26
ENSG00000169071	ENSG00000169071	51	49.0	0.142408143590108	3.21623422828982e-17
ENSG00000169075	ENSG00000169075	45	42.0	0.0232551802167751	0.00095847369464349
ENSG00000169085	ENSG00000169085	1	1.0	0.0528763468117558	5.2219248437463e-07
ENSG00000169087	ENSG00000169087	20	18.0	0.0539620440155492	3.96418961597075e-07
ENSG00000169116	ENSG00000169116	2	1.0	0.0124995004685607	0.0157547556559027
ENSG00000169118	ENSG00000169118	1	1.0	0.0327677246646143	8.5062618132679e-05
ENSG00000169126	ENSG00000169126	1	1.0	0.0253234962794892	0.00056477071327486
ENSG00000169129	ENSG00000169129	2	2.0	0.012021181976143	0.01790328626975
ENSG00000169131	ENSG00000169131	1	1.0	0.0288830312695828	0.000228064912353892
ENSG00000169136	ENSG00000169136	1	1.0	0.0143827075626507	0.00956158724479754
ENSG00000169139	ENSG00000169139	1	1.0	0.0186375919274111	0.00314727901266187
ENSG00000169169	ENSG00000169169	35	30.0	0.213120535228957	5.64240009724225e-26
ENSG00000169181	ENSG00000169181	1	1.0	0.0121930016301276	0.0170988167920936
ENSG00000169189	ENSG00000169189	11	11.0	0.0169838559020581	0.00483632057024989
ENSG00000169213	ENSG00000169213	29	26.0	0.100923381122475	2.18447046087239e-12
ENSG00000169220	ENSG00000169220	11	11.0	0.246528787563663	2.2344774760393598e-30
ENSG00000169228	ENSG00000169228	6	6.0	0.0513629665752978	7.66590432512853e-07
ENSG00000169231	ENSG00000169231	2	1.0	0.0742347774344694	2.24083026720368e-09
ENSG00000169246	ENSG00000169246	2	2.0	0.0124486267647983	0.0159701003035082
ENSG00000169247	ENSG00000169247	30	28.0	0.0550823600256803	2.98265934423302e-07
ENSG00000169251	ENSG00000169251	49	49.0	0.151135318678487	2.91206954314269e-18
ENSG00000169252	ENSG00000169252	2	2.0	0.0156938453424866	0.00677453432196927
ENSG00000169282	ENSG00000169282	12	12.0	0.0145574649493405	0.00913115724722572
ENSG00000169288	ENSG00000169288	34	32.0	0.0376578436262419	2.46466247366399e-05
ENSG00000169299	ENSG00000169299	15	13.0	0.328150061070435	5.4411737032947e-42
ENSG00000169313	ENSG00000169313	11	11.0	0.0128339295612644	0.0144113814151825
ENSG00000169330	ENSG00000169330	13	11.0	0.0368918298308521	2.99211455819395e-05
ENSG00000169359	ENSG00000169359	50	45.0	0.123250330388602	5.804968822350631e-15
ENSG00000169371	ENSG00000169371	31	27.0	0.133349667547396	3.80082511280148e-16
ENSG00000169372	ENSG00000169372	9	9.0	0.023228437224257	0.000965062736896373
ENSG00000169403	ENSG00000169403	18	16.0	0.0112270368833215	0.0221600878847645
ENSG00000169410	ENSG00000169410	2	2.0	0.0359414507402531	3.80618112461141e-05
ENSG00000169413	ENSG00000169413	3	3.0	0.0103243621073402	0.0282913793941245
ENSG00000169429	ENSG00000169429	1	1.0	0.0331306227940259	7.75853973133075e-05
ENSG00000169432	ENSG00000169432	21	17.0	0.0892982514705532	4.56311878279927e-11
ENSG00000169436	ENSG00000169436	15	15.0	0.00994022497722826	0.0314111042436468
ENSG00000169439	ENSG00000169439	49	44.0	0.00983867638413076	0.0322941246052759
ENSG00000169490	ENSG00000169490	7	7.0	0.0140845779496521	0.0103442861397015
ENSG00000169499	ENSG00000169499	55	47.0	0.194798052990123	1.22970629790239e-23
ENSG00000169507	ENSG00000169507	24	22.0	0.0362501963715395	3.51993434700773e-05
ENSG00000169515	ENSG00000169515	24	20.0	0.200721988345947	2.18483724539789e-24
ENSG00000169519	ENSG00000169519	8	7.0	0.0619150526906604	5.2432956790284e-08
ENSG00000169564	ENSG00000169564	16	14.0	0.0104783458869016	0.0271327319035583
ENSG00000169567	ENSG00000169567	7	7.0	0.0148791947478715	0.00838969491279976
ENSG00000169570	ENSG00000169570	24	21.0	0.0859166846663304	1.0982546505420901e-10
ENSG00000169592	ENSG00000169592	45	38.0	0.100957507130724	2.1649664481757798e-12
ENSG00000169598	ENSG00000169598	18	15.0	0.0300410338606819	0.000169922615862195
ENSG00000169604	ENSG00000169604	1	1.0	0.0172227604080713	0.00454456999208427
ENSG00000169609	ENSG00000169609	33	31.0	0.109128766722106	2.50749796384586e-13
ENSG00000169612	ENSG00000169612	4	3.0	0.0520548815477744	6.43199210626849e-07
ENSG00000169621	ENSG00000169621	2	2.0	0.042897965262195	6.54308942442763e-06
ENSG00000169629	ENSG00000169629	20	16.0	0.569739417909411	5.19553136301464e-87
ENSG00000169635	ENSG00000169635	1	1.0	0.0185056369625193	0.00325674974991302
ENSG00000169641	ENSG00000169641	30	29.0	0.0586922780585881	1.19138043468874e-07
ENSG00000169660	ENSG00000169660	10	9.0	0.119447764411553	1.60852570795906e-14
ENSG00000169668	ENSG00000169668	1	1.0	0.00995912665665206	0.0312495341477103
ENSG00000169676	ENSG00000169676	21	20.0	0.0511041063795273	8.18602598476083e-07
ENSG00000169682	ENSG00000169682	1	1.0	0.0220271538566081	0.00131330205411094
ENSG00000169683	ENSG00000169683	8	6.0	0.0866082519898387	9.178725036822029e-11
ENSG00000169689	ENSG00000169689	11	11.0	0.380302418497484	3.65250471565088e-50
ENSG00000169696	ENSG00000169696	25	23.0	0.0134102445053394	0.0123653756922564
ENSG00000169710	ENSG00000169710	22	19.0	0.0195135574947568	0.00250907227303848
ENSG00000169714	ENSG00000169714	2	2.0	0.044175741110722	4.73502158412397e-06
ENSG00000169715	ENSG00000169715	12	10.0	0.0395296293874491	1.53462380506356e-05
ENSG00000169718	ENSG00000169718	1	1.0	0.0118965558020381	0.0185110742727247
ENSG00000169733	ENSG00000169733	41	38.0	0.0458602244472782	3.09110517114114e-06
ENSG00000169738	ENSG00000169738	26	23.0	0.0995436553344236	3.13848836415451e-12
ENSG00000169740	ENSG00000169740	8	8.0	0.0155457660636879	0.00704260096810643
ENSG00000169744	ENSG00000169744	35	33.0	0.0404294170254782	1.22209491677277e-05
ENSG00000169750	ENSG00000169750	36	31.0	0.0517856067272834	6.88667880161901e-07
ENSG00000169752	ENSG00000169752	42	42.0	0.663213443321411	1.0079753100976101e-111
ENSG00000169756	ENSG00000169756	27	23.0	0.0361068937969684	3.65001108173746e-05
ENSG00000169758	ENSG00000169758	1	1.0	0.0414557670530462	9.42539742262225e-06
ENSG00000169760	ENSG00000169760	2	1.0	0.0205081669482024	0.00194113500513516
ENSG00000169762	ENSG00000169762	1	NA	0.0222678242481532	0.00123461349945976
ENSG00000169783	ENSG00000169783	18	14.0	0.0406978383628757	1.14183392236813e-05
ENSG00000169813	ENSG00000169813	2	2.0	0.0204202520991165	0.00198561869313218
ENSG00000169826	ENSG00000169826	13	11.0	0.0206460276297515	0.00187339643909805
ENSG00000169836	ENSG00000169836	52	46.0	0.0911165219696829	2.8425387467026696e-11
ENSG00000169851	ENSG00000169851	3	1.0	0.0405753431219468	1.17778573082008e-05
ENSG00000169855	ENSG00000169855	18	18.0	0.0207397504605428	0.00182871279919689
ENSG00000169857	ENSG00000169857	6	5.0	0.0728570625599804	3.1922684181920704e-09
ENSG00000169860	ENSG00000169860	1	1.0	0.00842162086246781	0.0477161300385629
ENSG00000169871	ENSG00000169871	1	1.0	0.0332412867434709	7.54390496290679e-05
ENSG00000169884	ENSG00000169884	29	25.0	0.191699848181524	3.0209848290975104e-23
ENSG00000169896	ENSG00000169896	1	1.0	0.012241812361191	0.0168771297057877
ENSG00000169900	ENSG00000169900	12	7.0	0.0134882467309749	0.0121122766503214
ENSG00000169902	ENSG00000169902	1	1.0	0.0104404461743563	0.0274132661715494
ENSG00000169905	ENSG00000169905	18	16.0	0.012552187641343	0.0155348755778485
ENSG00000169914	ENSG00000169914	65	60.0	0.292487590836417	9.36417726940326e-37
ENSG00000169918	ENSG00000169918	24	21.0	0.0541399976514173	3.78907660764557e-07
ENSG00000169919	ENSG00000169919	1	1.0	0.0161124477075075	0.00607151520793631
ENSG00000169925	ENSG00000169925	26	20.0	0.209501167791115	1.6500286394478302e-25
ENSG00000169926	ENSG00000169926	11	9.0	0.0147493734735415	0.00868119973331692
ENSG00000169946	ENSG00000169946	2	2.0	0.0109715108218976	0.0237416707665817
ENSG00000169951	ENSG00000169951	1	1.0	0.00931290719980217	0.0372977471736573
ENSG00000169964	ENSG00000169964	2	2.0	0.0511874719193377	8.01478537684192e-07
ENSG00000169967	ENSG00000169967	29	26.0	0.0164773608524212	0.00551934972152044
ENSG00000169976	ENSG00000169976	8	8.0	0.00835145933541947	0.0486566074126833
ENSG00000169989	ENSG00000169989	15	15.0	0.0730599159351952	3.0302594939825903e-09
ENSG00000169991	ENSG00000169991	1	1.0	0.0184378972699801	0.00331443646569326
ENSG00000169992	ENSG00000169992	15	12.0	0.00845903950125301	0.0472223870056967
ENSG00000170006	ENSG00000170006	2	2.0	0.0246458798976673	0.000671498307759432
ENSG00000170011	ENSG00000170011	36	33.0	0.0106340527913518	0.0260110310560914
ENSG00000170017	ENSG00000170017	4	3.0	0.0252503113256873	0.000575423336584811
ENSG00000170027	ENSG00000170027	4	2.0	0.0120716708023943	0.0176629358999953
ENSG00000170035	ENSG00000170035	3	3.0	0.0168638999366667	0.00498990835999022
ENSG00000170037	ENSG00000170037	5	5.0	0.0251839110131833	0.00058526315403937
ENSG00000170043	ENSG00000170043	2	2.0	0.0166610091710144	0.00526104284961197
ENSG00000170049	ENSG00000170049	5	4.0	0.0469160034236742	2.36592284356757e-06
ENSG00000170074	ENSG00000170074	54	46.0	0.517061202053485	2.36470187911226e-75
ENSG00000170075	ENSG00000170075	2	1.0	0.0154743552376213	0.00717570933078711
ENSG00000170088	ENSG00000170088	18	18.0	0.0535001708387334	4.45731416255685e-07
ENSG00000170100	ENSG00000170100	9	9.0	0.0834182880154557	2.09813142800408e-10
ENSG00000170113	ENSG00000170113	26	21.0	0.010937954388158	0.0239578663010122
ENSG00000170142	ENSG00000170142	1	1.0	0.0192993747420263	0.00265188559863727
ENSG00000170145	ENSG00000170145	14	14.0	0.0142889095240028	0.00980109733179495
ENSG00000170153	ENSG00000170153	1	1.0	0.00910811502880952	0.0394598421385888
ENSG00000170160	ENSG00000170160	118	93.0	0.0911631952390387	2.8081851618384497e-11
ENSG00000170175	ENSG00000170175	18	18.0	0.0807949906058321	4.1343056066205003e-10
ENSG00000170180	ENSG00000170180	24	19.0	0.0705346071686635	5.792106869085081e-09
ENSG00000170185	ENSG00000170185	1	1.0	0.0222098438445701	0.00125312482727693
ENSG00000170191	ENSG00000170191	2	1.0	0.0148960650990611	0.00835255334415743
ENSG00000170214	ENSG00000170214	1	1.0	0.0106572038813801	0.0258483993283851
ENSG00000170222	ENSG00000170222	41	40.0	0.0410560226581438	1.04288225411281e-05
ENSG00000170234	ENSG00000170234	2	2.0	0.0252470627112765	0.000575900853000276
ENSG00000170242	ENSG00000170242	47	46.0	0.0362329775696925	3.53531535581951e-05
ENSG00000170248	ENSG00000170248	6	6.0	0.058677123636657	1.19598325854488e-07
ENSG00000170260	ENSG00000170260	42	32.0	0.0763229510710876	1.309682369606e-09
ENSG00000170265	ENSG00000170265	7	6.0	0.00827217916192661	0.0497428301008039
ENSG00000170266	ENSG00000170266	28	26.0	0.0312159764874624	0.000126093677218708
ENSG00000170270	ENSG00000170270	2	2.0	0.0100633514915742	0.0303740060277843
ENSG00000170275	ENSG00000170275	11	10.0	0.0182607295915199	0.00347025196624567
ENSG00000170289	ENSG00000170289	11	10.0	0.132689466616953	4.546199147506069e-16
ENSG00000170291	ENSG00000170291	2	2.0	0.0128485324022552	0.014355474159197
ENSG00000170315	ENSG00000170315	1	1.0	0.0129491988048347	0.013976072359311
ENSG00000170322	ENSG00000170322	19	15.0	0.0957508629380443	8.478507313151539e-12
ENSG00000170324	ENSG00000170324	30	26.0	0.329294882230149	3.6568948131791904e-42
ENSG00000170325	ENSG00000170325	42	41.0	0.0141060011783606	0.010285920787111
ENSG00000170348	ENSG00000170348	22	21.0	0.0118257411743094	0.0188658501960174
ENSG00000170365	ENSG00000170365	2	2.0	0.0496759988013897	1.17574258035476e-06
ENSG00000170370	ENSG00000170370	3	3.0	0.0158749617225932	0.00646072346152539
ENSG00000170379	ENSG00000170379	2	2.0	0.00880906533591345	0.042855387209289
ENSG00000170381	ENSG00000170381	1	1.0	0.0131578553865367	0.0132220482691486
ENSG00000170382	ENSG00000170382	3	3.0	0.0224619266124441	0.00117462489326618
ENSG00000170390	ENSG00000170390	44	40.0	0.127942013746828	1.64183174817538e-15
ENSG00000170412	ENSG00000170412	39	34.0	0.0118132565159923	0.0189291195093153
ENSG00000170417	ENSG00000170417	2	2.0	0.038502659223143	1.99014876811249e-05
ENSG00000170419	ENSG00000170419	2	2.0	0.0228012041051764	0.00107673388518795
ENSG00000170425	ENSG00000170425	37	31.0	0.201587080988933	1.69586950581128e-24
ENSG00000170430	ENSG00000170430	16	13.0	0.363910634156588	1.59420059830324e-47
ENSG00000170445	ENSG00000170445	2	2.0	0.0228373104523986	0.00106681252315507
ENSG00000170456	ENSG00000170456	47	45.0	0.0418805049307455	8.46479735040234e-06
ENSG00000170458	ENSG00000170458	6	5.0	0.0530683590265803	4.97357950934751e-07
ENSG00000170464	ENSG00000170464	24	20.0	0.119430250177513	1.6160798450173e-14
ENSG00000170471	ENSG00000170471	2	2.0	0.0610852184375735	6.47809272090854e-08
ENSG00000170473	ENSG00000170473	2	2.0	0.0412875668967521	9.8352738923947e-06
ENSG00000170485	ENSG00000170485	10	10.0	0.0164399516901963	0.00557352647846342
ENSG00000170500	ENSG00000170500	2	2.0	0.0167782745323069	0.00510256075231897
ENSG00000170502	ENSG00000170502	2	2.0	0.0209235297738248	0.00174419179871577
ENSG00000170509	ENSG00000170509	60	56.0	0.242388214484007	8.034612730128889e-30
ENSG00000170540	ENSG00000170540	2	1.0	0.0113938858702315	0.0211864328868562
ENSG00000170542	ENSG00000170542	24	22.0	0.0624811571529153	4.53863033611125e-08
ENSG00000170571	ENSG00000170571	29	27.0	0.255483116610334	1.3708402784660802e-31
ENSG00000170579	ENSG00000170579	36	34.0	0.0217519091410466	0.00140951542312518
ENSG00000170584	ENSG00000170584	6	6.0	0.0506134329107529	9.27057112604545e-07
ENSG00000170604	ENSG00000170604	4	3.0	0.00844798470665503	0.047367694819173
ENSG00000170606	ENSG00000170606	2	2.0	0.0238218134627629	0.000829032715073807
ENSG00000170619	ENSG00000170619	8	7.0	0.0285580615219043	0.000247712871151009
ENSG00000170624	ENSG00000170624	57	52.0	0.032470383563447	9.17243506618063e-05
ENSG00000170631	ENSG00000170631	58	46.0	0.0340023088361859	6.22052270897882e-05
ENSG00000170632	ENSG00000170632	33	28.0	0.0549214969954304	3.10704647122891e-07
ENSG00000170634	ENSG00000170634	2	2.0	0.0116829599221808	0.0196026182828735
ENSG00000170638	ENSG00000170638	11	11.0	0.0945986259291907	1.1459008241000098e-11
ENSG00000170647	ENSG00000170647	44	37.0	0.0228685411814215	0.00105830520489827
ENSG00000170653	ENSG00000170653	3	3.0	0.028197822048944	0.000271485730655994
ENSG00000170667	ENSG00000170667	31	21.0	0.0352136654081517	4.57658050310721e-05
ENSG00000170681	ENSG00000170681	29	25.0	0.0147438801289283	0.00869375996153215
ENSG00000170703	ENSG00000170703	47	42.0	0.155350216928817	9.05423690968788e-19
ENSG00000170734	ENSG00000170734	2	1.0	0.0128996644829035	0.0141614605123721
ENSG00000170743	ENSG00000170743	17	17.0	0.0226640373051007	0.00111527979153261
ENSG00000170775	ENSG00000170775	32	28.0	0.0878192711134681	6.70231602799611e-11
ENSG00000170776	ENSG00000170776	34	31.0	0.0841526922125656	1.73482011260537e-10
ENSG00000170786	ENSG00000170786	53	44.0	0.0565021000184704	2.07941438095327e-07
ENSG00000170791	ENSG00000170791	1	1.0	0.0266736054725842	0.000400227336578866
ENSG00000170802	ENSG00000170802	65	61.0	0.018091770810869	0.00362575762299435
ENSG00000170836	ENSG00000170836	13	12.0	0.0108821435782663	0.024321959058297
ENSG00000170837	ENSG00000170837	5	5.0	0.0775507420921495	9.54672103135302e-10
ENSG00000170846	ENSG00000170846	36	34.0	0.0527605958800746	5.37757731963345e-07
ENSG00000170852	ENSG00000170852	1	1.0	0.0113665455677644	0.0213429031820542
